ts	X	Y	U	V
166	0	0.00383346	1.97244e-316	0.00770737
167	0	0.0038715	1.97244e-316	0.0076552
168	0	0.00390939	1.97244e-316	0.00765425
169	0	0.00394729	1.97244e-316	0.00766024
170	0	0.00398522	1.97244e-316	0.00766766
171	0	0.0040232	1.97244e-316	0.00767686
172	0	0.00406123	1.97244e-316	0.00768854
173	0	0.00409931	1.97244e-316	0.00769882
174	0	0.00413744	1.97244e-316	0.00770862
175	0	0.00417562	1.97244e-316	0.00771803
176	0	0.00421385	1.97244e-316	0.00772734
177	0	0.00425212	1.97244e-316	0.00773523
178	0	0.00429043	1.97244e-316	0.00774469
179	0	0.00432878	1.97244e-316	0.00775256
180	0	0.00436717	1.97244e-316	0.00775787
181	0	0.00440559	1.97244e-316	0.00776508
182	0	0.00444404	1.97244e-316	0.0077719
183	0	0.00448252	1.97244e-316	0.0077769
184	0	0.00452095	1.97244e-316	0.00774473
185	0	0.00455928	1.97244e-316	0.00774285
186	0	0.00459761	1.97244e-316	0.00774441
187	0	0.00463595	1.97244e-316	0.007747
188	0	0.00467429	1.97244e-316	0.00774859
189	0	0.00471266	1.97244e-316	0.0077522
190	0	0.00475104	1.97244e-316	0.00775647
191	0	0.00478944	1.97244e-316	0.00775843
192	0	0.00482785	1.97244e-316	0.00776057
193	0	0.00486626	1.97244e-316	0.00776161
194	0	0.00490468	1.97244e-316	0.00776167
195	0	0.00494308	1.97244e-316	0.00775519
196	0	0.00498147	1.97244e-316	0.00775432
197	0	0.00501984	1.97244e-316	0.00775102
198	0	0.0050581	1.97244e-316	0.0077047
199	0	0.00509621	1.97244e-316	0.00769171
200	0	0.00513426	1.97244e-316	0.00768455
201	0	0.00517228	1.97244e-316	0.00767761
202	0	0.00521028	1.97244e-316	0.00767543
203	0	0.00524826	1.97244e-316	0.00767299
204	0	0.00528622	1.97244e-316	0.00766634
205	0	0.00532416	1.97244e-316	0.0076613
206	0	0.00536206	1.97244e-316	0.00765503
207	0	0.00539994	1.97244e-316	0.00765043
208	0	0.00543779	1.97244e-316	0.00764396
209	0	0.00547561	1.97244e-316	0.00763622
210	0	0.00551339	1.97244e-316	0.00762822
211	0	0.00555113	1.97244e-316	0.00762089
212	0	0.00558883	1.97244e-316	0.00761274
213	0	0.00562649	1.97244e-316	0.00760561
214	0	0.00566412	1.97244e-316	0.0075979
215	0	0.0057017	1.97244e-316	0.00758783
216	0	0.00573923	1.97244e-316	0.00757764
217	0	0.00577671	1.97244e-316	0.00756716
218	0	0.00581414	1.97244e-316	0.00755679
219	0	0.00585152	1.97244e-316	0.00754658
220	0	0.00588884	1.97244e-316	0.00753512
221	0	0.00592611	1.97244e-316	0.00752356
222	0	0.00596332	1.97244e-316	0.00751139
223	0	0.00600046	1.97244e-316	0.00749802
224	0	0.00603746	1.97244e-316	0.00744934
225	0	0.00607427	1.97244e-316	0.00742399
226	0	0.00611097	1.97244e-316	0.00740498
227	0	0.00614758	1.97244e-316	0.00738786
228	0	0.00618411	1.97244e-316	0.00737277
229	0	0.00622057	1.97244e-316	0.00735809
230	0	0.00625694	1.97244e-316	0.0073411
231	0	0.00629324	1.97244e-316	0.00732478
232	0	0.00632945	1.97244e-316	0.00730718
233	0	0.00636553	1.97244e-316	0.00726808
234	0	0.00640144	1.97244e-316	0.00724432
235	0	0.00643724	1.97244e-316	0.007223
236	0	0.00647294	1.97244e-316	0.00720119
