#timestep, Fx, Fy
0.258, -0.531262, -0.0001864
0.259, -0.528431, -0.000193638
0.26, -0.535844, 0.000813433
0.261, -0.538088, 0.000898232
0.262, -0.541288, 0.000959354
0.263, -0.547388, 0.00139047
0.264, -0.556081, 0.00296099
0.265, -0.553905, 0.00233276
0.266, -0.560507, 0.000393387
0.267, -0.565481, -0.00021577
0.268, -0.570517, 0.000435034
0.269, -0.575607, 0.00110053
0.27, -0.57407, 0.000602922
0.271, -0.57411, -0.000540053
0.272, -0.575278, -0.00100037
0.273, -0.572994, -0.00173428
0.274, -0.578984, 0.00345768
0.275, -0.576362, 0.00412246
0.276, -0.585359, -0.00119781
0.277, -0.577195, 0.000508765
0.278, -0.578852, 0.000941931
0.279, -0.569344, -0.00195867
0.28, -0.571786, 0.000576154
0.281, -0.569663, -0.000849336
0.282, -0.58102, 0.00296055
0.283, -0.592197, 0.000910749
0.284, -0.597991, -0.00100382
0.285, -0.611535, 6.67168e-05
0.286, -0.612592, -0.00088379
0.287, -0.613178, 0.000418213
0.288, -0.614655, 0.00424995
0.289, -0.622115, 0.00409027
0.29, -0.616355, 0.000268754
0.291, -0.609076, -0.0022465
0.292, -0.601142, -0.00225704
0.293, -0.594177, 0.000989748
0.294, -0.611632, 0.00147184
0.295, -0.617133, -0.00215842
0.296, -0.629755, -0.00127364
0.297, -0.635557, 0.00123406
0.298, -0.639826, 0.00815192
0.299, -0.639906, 0.00159799
0.3, -0.643132, -0.00245335
0.301, -0.629518, -0.0019723
0.302, -0.618475, 0.000973613
0.303, -0.63708, -0.00186215
0.304, -0.64033, -0.00361308
0.305, -0.647807, -0.00376482
0.306, -0.659398, 0.00464086
0.307, -0.658548, 0.00474225
0.308, -0.657815, 0.000313905
0.309, -0.644695, 0.000840888
0.31, -0.648761, -0.000437122
0.311, -0.649593, -0.000565647
0.312, -0.657622, -0.00183023
0.313, -0.674113, 0.00482291
0.314, -0.679413, 0.00556617
0.315, -0.670106, -0.000880566
0.316, -0.655886, -0.00114593
0.317, -0.665862, -0.00336385
0.318, -0.664411, -0.00167848
0.319, -0.681795, 0.000390245
0.32, -0.697026, 0.00375022
0.321, -0.699321, -0.000983812
0.322, -0.665934, 0.00020708
0.323, -0.684784, -0.00112133
0.324, -0.680079, -0.000443519
0.325, -0.70223, 0.000927463
0.326, -0.710357, 0.00391561
0.327, -0.70382, 0.00320049
0.328, -0.683843, -0.000279956
0.329, -0.697257, -0.00338961
0.33, -0.702248, -0.00411163
0.331, -0.719257, 0.00600389
0.332, -0.731433, 4.61487e-05
0.333, -0.700031, 0.00176011
0.334, -0.711208, -0.00424908
0.335, -0.709712, -0.0018677
0.336, -0.729102, 0.0054942
0.337, -0.746334, 0.00117465
0.338, -0.711538, 0.00209862
0.339, -0.725973, -0.00499932
0.34, -0.722314, -0.00164761
0.341, -0.747471, 0.00452396
0.342, -0.744748, -0.000698769
0.343, -0.730182, 0.00227006
0.344, -0.737898, -0.00243935
0.345, -0.737433, -0.00123722
0.346, -0.767934, 0.00319072
0.347, -0.75471, -0.000555054
0.348, -0.737631, -0.00278647
0.349, -0.747266, -0.00184852
0.35, -0.767741, 0.00653747
0.351, -0.770228, -0.00106795
0.352, -0.756216, 0.00168497
0.353, -0.748222, -0.00284671
0.354, -0.775811, 0.00214377
0.355, -0.789705, 0.00288559
0.356, -0.753078, 0.00232486
0.357, -0.771399, -0.00346281
0.358, -0.777347, -0.000190567
0.359, -0.798458, 0.00162126
0.36, -0.760803, 0.00284797
0.361, -0.781732, -0.00308698
0.362, -0.786806, -6.73979e-05
0.363, -0.806726, 0.00120573
0.364, -0.77025, 0.0033577
0.365, -0.774278, -0.00458283
0.366, -0.7919, 0.00382504
0.367, -0.808189, -0.000508682
0.368, -0.779445, -0.00146699
0.369, -0.776464, -0.00491473
0.37, -0.81451, 0.0062324
0.371, -0.809146, 0.00186546
0.372, -0.77943, -0.00374672
0.373, -0.795297, -0.0011519
0.374, -0.816174, 0.00228364
0.375, -0.790452, 0.00313657
0.376, -0.799451, -0.00147763
0.377, -0.80136, 0.00509213
0.378, -0.807707, 0.00422861
0.379, -0.79533, 0.00133761
0.38, -0.791087, -0.00302031
0.381, -0.815831, 0.00103286
0.382, -0.798062, 0.00195911
0.383, -0.79037, -0.00124818
0.384, -0.811952, 0.00249096
0.385, -0.807847, 0.00223009
0.386, -0.794501, -0.00284191
0.387, -0.798682, -0.000700304
0.388, -0.815308, 0.00346466
0.389, -0.798136, 0.000499872
0.39, -0.788781, -0.00196097
0.391, -0.819487, 0.00400028
0.392, -0.791831, 0.00237619
0.393, -0.780464, -0.00364634
0.394, -0.809097, 0.00705097
0.395, -0.801241, 0.00109832
0.396, -0.780006, -0.000956861
0.397, -0.797004, 0.00324047
0.398, -0.797245, 0.00457939
0.399, -0.789333, -0.000569578
0.4, -0.793409, 9.91148e-05
0.401, -0.782118, -0.000966805
0.402, -0.786971, -0.00283429
0.403, -0.773905, 0.00184912
0.404, -0.799952, 0.00375085
0.405, -0.778852, 0.0014842
0.406, -0.774544, -0.00114608
0.407, -0.78912, 0.00385199
0.408, -0.781627, 0.00380799
0.409, -0.766545, -0.000837517
0.41, -0.781695, 0.00321297
0.411, -0.776773, 0.00158737
0.412, -0.762706, -2.71525e-05
0.413, -0.773699, 0.00311692
0.414, -0.766239, -0.000164336
0.415, -0.756861, 0.000480114
0.416, -0.74795, 0.00260146
0.417, -0.762891, -0.00101563
0.418, -0.749056, 0.002731
0.419, -0.752279, 0.00647194
0.42, -0.749848, -0.00177425
0.421, -0.744479, 0.00560628
0.422, -0.739985, 0.00121218
0.423, -0.729098, -0.00137325
0.424, -0.747997, 0.00515075
0.425, -0.734215, 0.000900423
0.426, -0.712711, -0.00337197
0.427, -0.745656, 0.00473451
0.428, -0.705254, 0.0040376
0.429, -0.71192, -0.00369491
0.43, -0.737975, 0.00459359
0.431, -0.713111, 0.0035944
0.432, -0.700964, 0.000671202
0.433, -0.703522, 0.00233947
0.434, -0.723035, -1.46678e-05
0.435, -0.701235, 0.00389142
0.436, -0.706712, 5.60635e-05
0.437, -0.685788, -0.000137369
0.438, -0.718395, 0.00342982
0.439, -0.674858, 0.00351933
